Data*Wrocław - Al. Wiśniowa (tlenek węgla [jednostka ug/m3])*Wrocław - Al. Wiśniowa (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - Al. Wiśniowa (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (ozon [jednostka ug/m3])*Wrocław - ul. Orzechowa (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek siarki [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek azotu [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (ozon [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])
2025-12-01 01:00,0.77,32.20,21.80,24.40,12.60, ,9.40,31.50,6.10, ,35.30,45.80,
2025-12-01 02:00,0.73,26.60,20.60,25.40,9.70, ,9.30,27.80,7.60, ,32.00,41.20,
2025-12-01 03:00,0.71,31.70,22.00,27.80,6.80, ,8.70,29.20,5.30, ,32.10,41.50,
2025-12-01 04:00,0.67,29.50,28.10,22.10,9.90, ,8.20,29.10,4.10, ,28.60,36.80,
2025-12-01 05:00,0.66,28.80,27.10,19.60,10.10, ,7.90,30.10,1.80, ,31.10,40.80,
2025-12-01 06:00,0.72,30.20,28.90,22.70,6.10, ,8.00,31.30,0.70, ,30.30,39.80,
2025-12-01 07:00,0.82,30.40,41.10,26.50,2.60, ,7.70,32.60,0.70, ,27.70,36.30,
2025-12-01 08:00,0.99,30.30,38.20,27.40,2.60, ,7.60,33.90,0.80, ,26.80,36.10,
2025-12-01 09:00,1.01,33.20,36.40,25.50,4.00, ,7.30,36.40,0.90, ,27.70,38.90,
2025-12-01 10:00,1.02,37.30,36.70,21.70,6.00, ,6.70,38.20,1.70, ,32.70,58.90,
2025-12-01 11:00,1.13,39.00,37.00,20.80,6.60, ,6.80,39.30,1.90, ,37.10,66.40,
2025-12-01 12:00,0.97,32.50,48.90,24.40,5.70, ,8.50,40.30,2.10, ,34.60,56.30,
2025-12-01 13:00,0.86,39.30,52.50,27.60,4.80, ,7.40,41.10,1.90, ,34.30,69.90,
2025-12-01 14:00,0.78,32.10,44.60,30.30,4.10, ,5.70,33.50,3.70, ,27.40,49.90,
2025-12-01 15:00,0.79,38.10,46.20,32.30,3.00, ,5.50,34.70,2.40, ,26.40,46.40,
2025-12-01 16:00,0.84,31.20,43.90,30.00,1.90, ,5.90,38.80,0.60, ,28.20,43.40,
2025-12-01 17:00,0.99,47.10,40.60,27.10,1.50, ,3.90,34.50,0.50, ,35.40,53.30,
2025-12-01 18:00,1.04,49.90,48.80,29.10,2.30, ,3.40,36.30,0.60, ,42.40,62.30,
2025-12-01 19:00,0.97,51.10,50.20,28.60,2.60, ,3.20,40.80,0.80, ,43.80,60.20,
2025-12-01 20:00,1.00,51.40,38.90,28.20,2.00, ,3.10,38.50,0.70, ,39.60,52.60,
2025-12-01 21:00,0.99,57.40,35.70,28.00,2.50, ,3.60,36.40,0.90, ,40.80,53.90,
2025-12-01 22:00,0.93,46.90,38.20,29.10,2.50, ,4.70,34.60,0.90, ,44.60,59.00,
2025-12-01 23:00,0.85,50.60,33.60,27.30,2.50,  ,32.60,0.80, ,40.80,53.60,
2025-12-02 00:00 ,38.10, ,26.50,2.00,27.40,3.50, ,0.80,18.40,36.80,48.10,
2025-12-02 01:00,0.64,33.50,26.60,25.20,2.00, ,2.70,31.50,1.10,   ,
2025-12-02 02:00,0.61,28.20,23.80,27.60,1.90, ,4.40,30.30,1.30,   ,
2025-12-02 03:00,0.56,30.40,23.00,27.40,3.50, ,4.30,30.20,1.70,   ,
2025-12-02 04:00,0.54,27.00,21.80,26.80,3.10, ,4.10,28.00,4.10,   ,
2025-12-02 05:00,0.64,37.30,25.70,27.20,1.90, ,4.40,29.70,0.80,   ,
2025-12-02 06:00,0.76,41.60,25.50,26.30,2.10, ,4.80,28.80,0.50,   ,
2025-12-02 07:00,0.93,46.40,31.30,28.90,1.90, ,4.40,29.70,0.80,   ,
2025-12-02 08:00,0.92,42.70,33.20,29.90,5.80, ,5.40,32.40,1.40,   ,
2025-12-02 09:00,0.72,27.80,31.20,22.20,16.20, ,5.70,30.20,7.90,   ,
