Data*Wrocław - Al. Wiśniowa (tlenek węgla [jednostka ug/m3])*Wrocław - Al. Wiśniowa (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - Al. Wiśniowa (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (ozon [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek siarki [jednostka ug/m3])*Wrocław - ul. Orzechowa (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (tlenek węgla [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek azotu [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (ozon [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])
2020-10-01 01:00,0.35,16.84,15.82,10.61,26.93,3.04, ,0.31,9.22,28.98, ,14.62,18.15,
2020-10-01 02:00,0.33,15.12,15.44,9.16,29.45,2.81, ,0.32,8.11,28.93, ,14.09,18.59,
2020-10-01 03:00,0.33,16.54,14.89,8.34,32.42,2.64, ,0.31,7.52,30.53, ,14.37,19.20,
2020-10-01 04:00,0.35,17.76,19.46,8.23,32.41,2.69, ,0.31,10.10,29.12, ,14.64,18.87,
2020-10-01 05:00,0.45,16.11,31.28,9.35,28.94,2.77, ,0.31,14.57,25.09, ,16.89,22.33,
2020-10-01 06:00,0.60,14.51,40.61,14.99,21.33,2.80, ,0.34,18.70,19.77, ,17.55,22.52,
2020-10-01 07:00,0.75,25.25,57.86,17.86,16.68,2.61, ,0.37,24.00,14.77, ,16.92,21.74,
2020-10-01 08:00,0.66,23.99,52.74,15.30,19.15,2.81, ,0.38,25.31,11.97, ,15.45,20.45,
2020-10-01 09:00,0.61,21.78,41.41,11.55,21.50,2.70, ,0.37,22.38,12.28, ,14.73,23.43,
2020-10-01 10:00,0.65,17.64,49.42,10.65,20.48,2.66, ,0.35,19.58,13.40, ,12.08,18.08,
