Data*Wrocław - Al. Wiśniowa (tlenek węgla [jednostka ug/m3])*Wrocław - Al. Wiśniowa (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - Al. Wiśniowa (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (ozon [jednostka ug/m3])*Wrocław - ul. Orzechowa (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek siarki [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (tlenek węgla [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek azotu [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (ozon [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])
2020-06-01 01:00,0.42,9.70,42.35,10.67,51.53, ,2.68,0.27,24.95,43.99, ,7.24,19.36,
2020-06-01 02:00,0.39,7.87,26.80,10.88,48.67, ,2.51,0.26,19.72,46.70, ,6.49,17.31,
2020-06-01 03:00,0.43,8.55,23.21,16.41,37.87, ,2.45,0.25,20.95,42.57, ,6.67,16.51,
2020-06-01 04:00,0.39,10.93,29.70,18.53,32.45, ,2.47,0.25,21.52,39.10, ,6.91,16.48,
2020-06-01 05:00,0.50,11.54,37.81,26.05,22.39, ,2.57,0.26,27.48,32.25, ,7.29,18.98,
2020-06-01 06:00,0.60,10.90,51.21,21.93,28.92, ,3.11,0.27,24.84,37.29, ,7.68,20.99,
2020-06-01 07:00,0.52,9.41,42.66,14.86,36.89, ,3.09,0.27,21.01,40.97, ,7.60,19.69,
2020-06-01 08:00,0.49,9.43,40.24,9.54,47.26, ,3.19,0.25,16.90,47.51, ,7.96,20.92,
2020-06-01 09:00,0.45,10.44,29.00,7.33,52.53, ,3.23,0.26,16.13,51.63, ,7.65,20.87,
2020-06-01 10:00,0.44,7.00,30.85,7.75,54.78, ,3.17,0.30,14.60,60.19, ,6.82,21.18,
2020-06-01 11:00,0.42,9.07,34.17,5.83,68.80, ,2.94,0.27,13.12,74.35, ,6.05,22.41,
2020-06-01 12:00 ,6.27, ,3.22,81.91, ,2.72,0.27,13.14,82.32, ,5.70,21.82,
2020-06-01 13:00,0.31,5.09,31.60,2.42,93.24, ,2.58,0.27,12.54,93.81, ,4.66,20.80,
2020-06-01 14:00,0.32,3.32,30.97,1.87,101.90, ,2.61,0.28,13.02,102.05, ,4.74,20.77,
2020-06-01 15:00,0.32,9.51,41.02,2.08,107.11, ,2.56,0.29,12.19,107.65, ,4.31,20.73,
2020-06-01 16:00,0.32,6.75,36.42,2.20,108.21, ,2.58,0.29,13.90,108.14, ,4.32,20.24,
2020-06-01 17:00,0.32,9.07,58.03,2.00,108.33, ,2.33,0.30,12.23,108.73, ,4.27,19.84,
2020-06-01 18:00,0.35,7.10,41.74,2.14,104.82, ,2.42,0.30,10.80,105.87, ,3.75,15.64,
2020-06-01 19:00,0.33,6.85,41.50,3.29,101.32, ,2.75,0.29,9.88,104.38, ,3.62,15.53,
2020-06-01 20:00,0.33,7.54,48.69,6.58,87.30, ,2.55,0.28,12.86,91.94, ,3.88,17.35,
2020-06-01 21:00,0.47,8.23,52.64,12.75,71.83, ,2.63,0.29,17.20,78.15, ,3.80,13.55,
2020-06-01 22:00,0.47,13.81,58.79,38.36,31.68, ,2.73,0.33,46.01,38.19, ,5.26,15.09,
2020-06-01 23:00,0.50,17.24,65.97,30.81,38.51, ,2.81,0.32,49.11,27.35, ,6.89,17.99,
2020-06-02 00:00,0.43,24.24,61.36,34.85,18.79,13.39,2.56,0.29,35.64,37.74,12.24,6.42,14.94,
2020-06-02 01:00,0.39,16.35,55.31,34.03,19.05, ,2.53,0.27,24.25,46.66, ,6.66,14.11,
2020-06-02 02:00,0.27,7.15,28.94,25.12,28.30, ,2.48,0.26,20.13,47.00, ,6.72,13.50,
2020-06-02 03:00,0.26,7.80,27.32,24.35,28.09, ,2.52,0.25,19.13,44.76, ,6.11,11.24,
2020-06-02 04:00,0.26,8.50,24.49,22.67,25.88, ,2.47,0.24,20.78,40.30, ,5.50,11.03,
2020-06-02 05:00,0.33,8.79,42.26,13.54,41.36, ,2.29,0.24,22.84,38.26, ,5.27,14.19,
2020-06-02 06:00,0.40,9.51,40.08,8.66,50.25, ,2.46,0.25,21.33,46.15, ,4.03,10.32,
2020-06-02 07:00,0.40,10.19,39.70,6.58,54.17, ,2.58,0.26,21.19,49.59, ,4.51,10.84,
2020-06-02 08:00,0.39,10.84,45.75,4.69,63.58, ,2.69,0.24,17.25,56.93, ,4.53,10.83,
2020-06-02 09:00,0.36,7.28,42.20,2.98,72.49, ,2.56,0.24,15.27,61.54, ,4.20,10.58,
2020-06-02 10:00,0.35,8.05,30.73,2.54,73.88, ,2.55,0.26,12.99,69.88, ,3.77,10.80,
2020-06-02 11:00,0.35,9.98,37.13,3.48,68.64, ,2.46,0.28,12.01,68.52, ,3.86,10.66,
2020-06-02 12:00,0.32,10.14,29.80,3.35,70.95, ,2.39,0.30,12.13,68.57, ,3.88,10.13,
2020-06-02 13:00,0.32,5.09,24.95,2.19,75.55, ,2.53,0.42,10.21,77.51, ,3.57,10.42,
2020-06-02 14:00,0.32,5.04,25.41,2.61,76.42, ,2.60,0.32,11.88,76.19, ,3.73,9.44,
2020-06-02 15:00,0.39,6.31,32.16,2.73,70.30, ,2.44,0.33,14.99,67.32, ,3.37,7.23,
2020-06-02 16:00,0.44,6.61,34.79,3.51,67.34, ,2.40,0.31,13.95,65.35, ,3.44,7.02,
2020-06-02 17:00,0.41,10.53,37.13,3.98,69.00, ,2.55,0.30,12.95,70.54, ,3.02,5.90,
2020-06-02 18:00,0.45,9.38,42.44,12.15,57.55, ,2.99,0.34,18.41,66.79, ,3.80,9.26,
2020-06-02 19:00,0.51,14.31,45.52,15.66,53.42, ,2.30,0.32,21.77,54.54, ,5.42,13.10,
2020-06-02 20:00,0.61,10.61,52.23,17.36,39.20, ,2.58,0.31,25.66,46.23, ,5.18,9.31,
2020-06-02 21:00,0.51,12.14,48.28,17.13,33.61, ,2.62,0.30,22.99,40.77, ,5.15,9.07,
2020-06-02 22:00,0.43,11.35,33.88,15.90,41.00, ,2.26,0.28,22.68,48.91, ,4.85,8.47,
2020-06-02 23:00,0.44,8.39,32.41,15.02,26.43, ,2.18,0.28,19.44,44.97, ,4.45,7.36,
2020-06-03 00:00,0.45,9.59,33.75,20.93,9.19,18.10,2.44,0.43,26.48,31.63,16.45,10.54,32.52,
2020-06-03 01:00,0.38,8.91,25.86,15.66,6.30, ,2.37,0.62,27.20,24.93, ,8.54,11.83,
2020-06-03 02:00,0.34,8.55,27.83,13.39,3.82, ,2.41,0.41,23.60,21.61, ,8.57,11.96,
2020-06-03 03:00,0.30,11.15,31.03,16.29,4.57, ,2.51,0.32,21.06,24.83, ,9.94,13.45,
2020-06-03 04:00,0.37,13.59,28.82,26.54,5.29, ,2.42,0.28,18.37,20.81, ,8.74,11.38,
2020-06-03 05:00,0.50,16.49,46.45,17.89,7.83, ,2.31,0.31,25.49,11.85, ,8.46,14.38,
2020-06-03 06:00,0.56,13.31,50.91,17.63,20.68, ,2.39,0.33,26.73,21.63, ,11.48,21.62,
2020-06-03 07:00,0.51,19.98,47.25,14.48,33.47, ,2.92,0.31,22.39,32.05, ,12.39,21.85,
2020-06-03 08:00,0.45,18.88,39.85,12.17,39.97, ,3.02,0.29,19.55,40.51, ,11.72,21.76,
2020-06-03 09:00,0.41,14.90,42.14,10.94,45.28, ,2.94,0.28,17.71,46.58, ,10.68,20.06,
2020-06-03 10:00,0.42,11.75,33.39,6.95,61.14,    ,59.09, ,9.44,18.25,
2020-06-03 11:00,0.32,7.75,34.81, ,74.02,    ,79.04, ,6.58,14.23,
