Data*Wrocław - Al. Wiśniowa (tlenek węgla [jednostka ug/m3])*Wrocław - Al. Wiśniowa (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - Al. Wiśniowa (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (dwutlenek azotu [jednostka ug/m3])*Wrocław - ul. Bartnicza (ozon [jednostka ug/m3])*Wrocław - ul. Orzechowa (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek siarki [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (tlenek węgla [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (dwutlenek azotu [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (ozon [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM2.5 [jednostka ug/m3])*Wrocław - wyb. Conrada-Korzeniowskiego (pył zawieszony PM10 [jednostka ug/m3])
2022-06-01 01:00,0.38,12.33,31.49,15.56,58.63, ,3.94,0.24,25.80,52.17, ,11.68,19.60,
2022-06-01 02:00,0.34,8.61,6.93,3.70,85.23, ,3.58,0.20,5.92,85.95, ,5.82,9.20,
2022-06-01 03:00,0.35,6.93,11.77,2.66,82.62, ,3.28,0.21,4.85,83.59, ,5.40,6.87,
2022-06-01 04:00,0.36,5.63,22.62,3.36,73.48, ,3.55,0.23,7.87,75.13, ,5.57,7.03,
2022-06-01 05:00,0.47,10.72,58.20,7.00,61.49, ,3.30,0.25,17.94,61.96, ,6.14,8.05,
2022-06-01 06:00,0.67,10.79,69.60,10.41,57.93, ,3.82,0.26,21.83,56.22, ,6.73,10.00,
2022-06-01 07:00,0.61,13.74,58.74,13.95,66.38, ,4.21,0.26,20.10,55.40, ,7.64,15.82,
2022-06-01 08:00,0.51,10.42,48.81,11.66,79.55, ,5.20, ,14.72,68.39, ,8.74,17.52,
2022-06-01 09:00,0.47,15.11,36.32,8.19,88.22, ,5.13, ,10.60,78.01, ,9.08,15.80,
2022-06-01 10:00,0.45,10.92,32.94,5.57,96.65, ,4.73,0.25,8.64,86.85, ,8.78,15.27,
2022-06-01 11:00,0.42,9.83,32.22,4.95,109.36, ,4.05,0.26,7.07,103.70, ,6.30,12.42,
2022-06-01 12:00,0.41,10.78,44.13,4.53,113.60, ,4.66,0.24,7.86,105.27, ,6.47,16.12,
2022-06-01 13:00,0.47,13.59,52.11,4.89,112.24, ,4.67,0.25,7.92,105.76, ,6.66,16.94,
2022-06-01 14:00,0.47,8.92,44.94,5.00,112.55, ,3.96,0.27,9.78,103.05, ,6.62,15.46,
