date,PM10,PM25,SO2,NO2,O3
2024-01-16,15.0,10.14,6.8,54.2,56.42
2024-01-17,31.76,28.1,16.5,43.6,39.76
2024-01-18,26.75,24.8,10.1,35.8,37.3
2024-01-19,21.56,15.11,6.1,51.0,58.04
2024-01-20,14.23,10.23,4.0,27.7,68.88
2024-01-21,20.67,17.38,4.5,42.2,67.66
2024-01-22,21.58,13.88,4.8,50.4,54.85
2024-01-23,13.38,9.07,5.8,53.5,65.59
2024-01-24,10.0,6.67,8.1,26.2,75.84
2024-01-25,10.573636363636364,7.045909090909091,8.045454545454545,27.504545454545454,74.18363636363637
2024-01-26,11.147272727272728,7.421818181818182,7.99090909090909,28.80909090909091,72.52727272727273
2024-01-27,11.72090909090909,7.797727272727273,7.9363636363636365,30.113636363636363,70.8709090909091
2024-01-28,26.03,18.494999999999997,7.3,36.615,42.68000000000001
2024-01-29,14.92,11.835,8.43,32.81,56.58
2024-01-30,20.92,13.83,5.92,36.71,53.995000000000005
2024-01-31,30.034999999999997,18.235,8.129999999999999,41.05,65.22
2024-02-01,17.795,12.82,8.32,39.790000000000006,57.305
2024-02-02,15.780000000000001,10.885,5.41,29.535,64.125
2024-02-03,18.78,13.835,8.465,46.14,61.230000000000004
2024-02-04,16.335,12.68,5.35,51.425,57.275
2024-02-05,24.770000000000003,21.515,7.59,37.65,54.03
2024-02-06,26.66,20.884999999999998,6.914999999999999,29.885,52.225
2024-02-07,32.644999999999996,21.12,11.83,30.5,52.59
2024-02-08,37.334999999999994,29.520000000000003,11.065000000000001,35.86,55.7
2024-02-09,42.864999999999995,35.375,10.205,41.56,51.44
2024-02-10,35.45,32.14,9.2,35.56,52.96
2024-02-11,25.244999999999997,20.384999999999998,7.125,28.645,53.625
2024-02-12,19.21,15.425,10.379999999999999,40.4,64.225
2024-02-13,17.615000000000002,14.065000000000001,8.155,39.185,60.239999999999995
2024-02-14,22.7,18.564999999999998,8.844999999999999,36.065,60.019999999999996
2024-02-15,22.62,14.94,6.9,54.9,39.4
2024-02-16,23.06,15.84,7.9,35.3,62.64
2024-02-17,11.85,9.1,6.1,29.6,67.5
2024-02-18,12.87,10.55,5.8,15.8,68.32
2024-02-19,13.59,10.43,7.0,34.9,55.44
2024-02-20,10.38,7.41,6.9,22.4,63.61
2024-02-21,17.36,12.48,6.3,45.3,60.69
2024-02-22,12.56,9.12,18.5,65.9,59.06
2024-02-23,10.09,6.44,9.6,34.9,72.58
2024-02-24,11.08,8.65,8.7,35.4,78.34
2024-02-25,26.34,22.08,10.1,56.2,58.66
2024-02-26,28.18,20.7,14.3,71.7,72.04
2024-02-27,45.51,38.28,11.1,52.6,38.66
2024-02-28,26.54,24.14,5.7,23.3,38.81
2024-02-29,29.85,26.61,6.7,35.0,54.51
2024-03-01,47.02,39.27,13.8,34.1,64.78
2024-03-02,46.62,38.85,11.4,31.3,59.4
2024-03-03,21.35,17.68,13.9,19.6,84.95
2024-03-04,38.93,32.01,11.7,28.3,70.19
2024-03-05,33.82,27.24,6.6,41.9,49.66
2024-03-06,31.94,27.65,5.5,30.6,53.21
2024-03-07,28.76,23.26,4.6,20.9,76.11
2024-03-08,38.97,31.62,5.4,90.8,81.62
2024-03-09,35.72,29.39,12.1,29.7,82.76
2024-03-10,19.49,16.42,8.6,13.3,80.46
2024-03-11,23.4,18.22,8.2,58.7,75.51
2024-03-12,46.56,38.81,5.8,44.1,41.18
2024-03-13,27.35,19.69,5.8,36.6,65.44
2024-03-14,37.29,28.03,8.2,39.9,76.45
2024-03-15,30.8,22.79,7.4,37.6,70.1
2024-03-16,12.66,9.09,6.4,52.1,86.85
2024-03-17,8.99,6.59,5.1,12.8,94.19
2024-03-18,10.03,7.39,4.2,49.3,80.26
2024-03-19,23.47,17.57,6.3,55.0,69.1
2024-03-20,48.19,33.39,8.9,74.3,65.86
2024-03-21,52.52,38.46,7.6,63.0,55.72
2024-03-22,18.55,12.39,13.3,33.2,68.19
2024-03-23,15.57,13.31,10.1,88.4,87.82
2024-03-24,8.92,7.15,8.9,18.2,94.0
2024-03-25,10.22,6.58,7.4,61.1,73.25
2024-03-26,20.81,14.84,11.1,55.0,95.72
2024-03-27,17.27,8.27,12.4,18.5,93.82
2024-03-28,19.47,9.11,13.9,20.5,96.51
2024-03-29,12.34,6.13,7.8,24.1,96.94
2024-03-30,80.66,25.58,8.4,14.7,86.44
2024-03-31,102.87,32.02,8.5,69.8,90.51
2024-04-01,64.28,22.65,11.6,12.0,84.21
2024-04-02,9.56,5.03,6.3,84.1,96.57
2024-04-03,10.02,5.11,5.8,31.2,95.78
2024-04-04,10.94,6.8,6.3,37.0,82.65
2024-04-05,11.69,6.15,5.1,22.5,94.15
2024-04-06,11.95,6.25,5.2,66.0,103.38
2024-04-07,23.29,12.56,7.3,121.2,95.83
2024-04-08,24.55,10.28,7.9,58.0,105.91
2024-04-09,28.71,11.52,11.4,113.4,115.01
2024-04-10,13.86,6.59,5.0,15.9,94.1
2024-04-11,18.46,10.41,6.4,51.2,105.4
2024-04-12,22.05,9.73,6.4,55.2,104.02
2024-04-13,19.45,8.95,6.6,34.6,95.99
2024-04-14,18.42,8.41,7.3,29.3,99.82
2024-04-15,15.73,10.32,9.6,57.2,86.64
2024-04-16,18.89,6.1,9.3,18.4,100.86
2024-04-17,8.63,6.41,7.2,63.2,87.86
2024-04-18,11.1,8.84,7.0,23.1,86.31
2024-04-19,11.31,7.65,9.5,26.1,89.99
2024-04-20,8.93,7.17,7.5,13.5,72.96
2024-04-21,12.1,9.88,6.6,11.5,96.72
2024-04-22,12.37,9.46,5.6,85.9,92.94
2024-04-23,24.46,20.14,5.7,46.7,103.71
2024-04-24,23.65,18.46,7.5,34.8,100.38
2024-04-25,21.9,14.01,7.1,44.7,94.62
2024-04-26,14.61,8.41,6.9,34.8,108.42
2024-04-27,15.2,10.35,6.8,20.9,121.29
2024-04-28,16.87,9.56,6.9,21.7,114.18
2024-04-29,23.56,11.06,7.4,38.6,120.59
2024-04-30,20.84,11.56,7.1,90.8,130.4
2024-05-01,19.05,8.5,8.1,20.2,138.66
2024-05-02,21.35,8.78,9.2,14.5,123.45
2024-05-03,15.38,8.09,8.7,12.8,129.05
2024-05-04,15.6,9.98,9.7,46.3,108.32
2024-05-05,18.61,12.22,9.4,48.8,116.32
2024-05-06,13.98,9.02,7.6,39.5,67.25
2024-05-07,12.07,9.13,6.5,41.7,86.26
2024-05-08,15.84,8.4,4.9,23.0,111.51
2024-05-09,14.8,7.37,6.1,67.6,114.43
2024-05-10,21.05,10.42,6.0,64.2,118.59
2024-05-11,25.06,15.19,6.7,72.5,99.12
2024-05-12,11.26,5.91,5.8,23.1,119.61
2024-05-13,15.93,6.98,7.1,22.2,121.71
2024-05-14,14.91,6.3,7.2,20.4,121.62
2024-05-15,22.56,7.71,6.9,10.8,116.28
2024-05-16,30.09,8.64,6.8,17.3,124.28
2024-05-17,22.32,8.67,7.2,17.1,111.1
2024-05-18,11.76,8.07,6.2,19.0,87.69
2024-05-19,9.65,6.79,7.0,49.4,95.11
2024-05-20,10.65,6.62,7.7,39.0,119.75
2024-05-21,19.37,11.69,8.9,47.0,130.78
2024-05-22,22.11,8.71,8.1,20.1,108.5
2024-05-23,17.5,8.68,7.3,27.2,102.56
2024-05-24,17.88,13.45,6.0,22.1,106.2
2024-05-25,12.89,8.29,6.3,22.2,114.07
2024-05-26,13.16,8.72,6.6,21.3,132.39
2024-05-27,17.49,9.05,7.1,43.6,119.75
2024-05-28,17.76,9.59,7.6,56.3,105.3
2024-05-29,13.56,9.02,8.4,64.1,117.46
2024-05-30,19.26,12.96,8.4,43.1,106.48
2024-05-31,20.55,14.43,6.6,33.3,102.61
2024-06-01,12.56,8.96,5.9,29.8,96.55
2024-06-02,18.01,12.3,5.9,16.6,104.98
2024-06-03,21.28,14.5,4.5,14.9,95.98
2024-06-04,15.02,9.83,4.9,37.5,87.72
2024-06-05,18.25,11.27,7.9,33.6,119.51
2024-06-06,11.95,7.66,6.2,83.7,108.71
2024-06-07,17.74,10.63,7.0,77.8,113.0
2024-06-08,16.52,11.45,7.3,35.9,128.19
2024-06-09,14.83,9.76,6.9,17.6,108.55
2024-06-10,14.58,9.08,7.1,33.3,110.84
2024-06-11,21.43,8.25,6.3,31.4,98.01
2024-06-12,16.7,6.76,7.1,23.1,96.84
2024-06-13,16.07,7.81,5.0,34.5,96.42
2024-06-14,12.83,8.27,5.1,118.0,112.02
2024-06-15,13.11,8.09,7.8,23.5,107.89
2024-06-16,11.06,8.03,6.5,32.8,100.11
2024-06-17,12.5,6.45,7.0,30.5,94.96
2024-06-18,13.72,6.13,6.9,28.9,102.08
2024-06-19,15.31,8.5,6.7,15.9,103.92
2024-06-20,14.97,8.51,4.3,63.1,111.55
2024-06-21,20.91,11.05,7.0,19.6,137.0
2024-06-22,14.28,8.64,6.9,68.9,106.55
2024-06-23,12.18,7.83,6.1,24.0,119.49
2024-06-24,11.18,6.78,5.1,25.1,97.69
2024-06-25,14.88,8.37,6.1,24.0,113.09
2024-06-26,15.88,10.1,16.0,86.9,104.11
2024-06-27,16.88,12.55,32.6,55.6,12.8
2024-06-28,17.88,10.93,24.3,64.6,148.48
2024-06-29,18.88,13.08,7.1,143.3,137.77
2024-06-30,27.01,14.3,8.2,27.1,126.88
2024-07-01,11.34,6.61,8.1,15.6,98.01
2024-07-02,11.62,5.76,7.0,11.4,83.18
2024-07-03,12.2,6.71,7.0,38.5,86.82
2024-07-04,11.14,6.34,14.9,42.2,89.91
2024-07-05,14.14,7.67,7.4,72.5,89.92
2024-07-06,12.940000000000001,8.62,10.3,66.3,99.24000000000001
2024-07-07,11.74,6.04,46.5,92.7,108.56
2024-07-08,15.56,8.52,18.0,23.2,104.76
2024-07-09,22.82,12.85,5.7,28.0,134.38
2024-07-10,40.65,18.06,5.1,21.1,134.86
2024-07-11,15.33,9.5,5.5,23.0,124.38
2024-07-12,17.5,11.29,7.1,33.8,110.69
2024-07-13,10.93,6.19,5.8,15.7,115.98
2024-07-14,9.21,6.52,6.2,130.6,123.77
2024-07-15,11.79,6.34,7.0,32.5,126.46
2024-07-16,22.37,11.53,6.9,47.1,125.5
2024-07-17,16.75,6.68,5.3,35.9,97.25
2024-07-18,13.59,6.1,4.7,28.3,114.18
2024-07-19,17.58,7.43,5.1,42.4,125.86
2024-07-20,18.4,9.05,6.6,29.3,129.55
2024-07-21,23.45,13.3,7.9,38.6,158.44
2024-07-22,23.45,15.09,7.1,55.5,130.86
2024-07-23,15.07,6.7,7.2,22.6,106.36
2024-07-24,13.82,7.26,6.1,20.8,99.95
2024-07-25,15.01,7.44,7.3,43.0,88.56
2024-07-26,18.56,8.96,8.9,44.2,114.84
2024-07-27,19.63,10.78,43.7,33.1,134.41
2024-07-28,13.03,8.15,5.8,18.3,112.21
2024-07-29,14.95,6.3,5.4,83.0,81.75
2024-07-30,16.65,6.81,7.3,42.0,111.01
2024-07-31,19.53,9.4,8.0,96.4,133.12
2024-08-01,21.28,10.62,8.8,63.7,151.31
2024-08-02,17.84,12.78,7.8,39.7,133.26
2024-08-03,16.35,9.4,8.1,63.3,102.91
2024-08-04,15.25,10.33,8.7,23.7,113.49
2024-08-05,16.88,6.85,6.9,36.9,98.24
2024-08-06,16.65,11.16,7.7,58.5,93.0
2024-08-07,20.16,13.85,7.1,113.4,126.0
2024-08-08,23.38,15.45,5.2,46.6,107.68
2024-08-09,20.74,13.01,7.5,40.6,105.14
2024-08-10,18.32,11.84,6.5,52.4,99.56
2024-08-11,19.38,12.82,5.3,47.0,103.89
2024-08-12,19.68,11.42,26.8,46.5,110.24
2024-08-13,21.5,12.89,6.7,100.2,124.87
2024-08-14,25.88,11.8,7.6,13.3,127.84
2024-08-15,24.02,14.28,5.7,40.7,139.44
2024-08-16,27.6,16.81,6.3,63.1,162.21
2024-08-17,24.21,16.53,7.1,53.0,137.43
2024-08-18,17.7,12.5,9.1,22.3,145.38
2024-08-19,17.35,10.85,7.4,29.4,123.26
2024-08-20,18.16,11.9,6.5,18.4,107.0
2024-08-21,22.42,15.67,6.0,55.5,99.83
2024-08-22,21.1,12.08,6.4,44.4,92.66
2024-08-23,28.48,15.29,8.2,60.7,116.975
2024-08-24,23.05,14.34,8.0,41.4,141.29
2024-08-25,25.24,14.27,7.7,17.3,117.42
2024-08-26,14.28,10.49,6.3,36.5,79.42
2024-08-27,19.94,12.5,7.0,36.1,96.54
2024-08-28,29.99,18.73,7.0,109.5,132.31
2024-08-29,37.69,24.3,7.9,91.4,135.815
2024-08-30,37.92,21.84,8.8,73.0,139.32
2024-08-31,34.32333333333334,19.55,5.9,85.4,137.57666666666665
2024-09-01,30.726666666666667,13.19,10.6,60.1,135.83333333333334
2024-09-02,27.13,16.26,7.9,41.8,134.09
2024-09-03,38.13,24.43,6.9,163.4,149.73
2024-09-04,41.51,21.4,7.7,40.2,132.79
2024-09-05,44.2,28.66,25.8,128.8,129.5
2024-09-06,46.89,25.45,6.3,71.2,126.21
2024-09-07,35.99,18.12,7.3,24.6,144.36
2024-09-08,37.17,20.56,8.1,17.3,134.55
2024-09-09,27.07,13.66,9.7,30.9,108.26
2024-09-10,19.59,12.26,5.7,37.0,60.45
2024-09-11,19.2,11.42,6.9,28.9,65.28
2024-09-12,9.52,8.21,4.4,47.4,56.92
2024-09-13,9.37,8.92,5.2,52.6,59.695
2024-09-14,10.02,8.46,4.8,68.7,62.47
2024-09-15,12.88,10.02,5.5,67.7,70.515
2024-09-16,32.12,17.23,6.8,46.5,78.56
2024-09-17,45.3,27.53,8.0,38.1,99.66
2024-09-18,45.75,35.73,10.9,37.5,101.04
2024-09-19,29.54,20.99,5.7,49.8,80.36
2024-09-20,37.79,26.28,10.5,112.5,91.24000000000001
2024-09-21,31.28,19.99,8.7,60.8,102.12
2024-09-22,28.25,20.11,7.1,26.4,115.56
2024-09-23,31.3,17.94,8.1,40.9,88.25
2024-09-24,26.65,16.55,10.1,48.3,70.76
2024-09-25,14.74,9.51,8.6,43.5,82.9
2024-09-26,18.72,10.63,10.2,36.7,69.49
2024-09-27,11.17,7.26,10.2,23.9,78.29
2024-09-28,11.37,8.05,7.5,71.8,69.35
2024-09-29,11.54,8.58,5.4,30.0,67.47
2024-09-30,17.21,12.83,8.1,31.1,74.11
2024-10-01,24.33,16.72,8.0,40.7,52.1
2024-10-02,23.54,18.95,7.1,34.7,37.76
2024-10-03,16.11,12.48,6.3,23.5,46.55
2024-10-04,18.46,13.84,5.8,24.3,39.09
2024-10-05,19.895,15.71,5.9,52.1,34.235
2024-10-06,21.33,18.15,6.2,28.8,29.38
2024-10-07,19.72,14.55,8.2,35.2,54.06
2024-10-08,21.72,13.12,10.2,32.8,59.11
2024-10-09,16.73,11.16,9.8,45.3,59.04
2024-10-10,16.86,9.67,11.7,40.8,50.35
2024-10-11,18.82,12.92,7.6,66.7,59.44500000000001
2024-10-12,21.23,15.86,6.4,29.8,68.54
2024-10-13,14.8,11.17,7.1,42.4,76.86
2024-10-14,24.47,12.09,5.7,71.9,71.85
2024-10-15,28.76,18.45,7.3,65.8,55.94
2024-10-16,32.16,25.54,6.1,35.8,66.24
2024-10-17,23.7,14.94,7.1,39.4,66.5
2024-10-18,25.65,14.7,8.5,35.2,75.19
2024-10-19,26.8,18.28,9.5,50.2,68.97
2024-10-20,26.78,20.62,7.0,56.8,71.9
2024-10-21,34.67,18.88,8.4,63.6,73.15
2024-10-22,34.05,20.52,8.9,54.3,58.71
2024-10-23,29.13,18.08,5.2,72.7,49.41
2024-10-24,31.91,24.34,8.6,42.2,56.24
2024-10-25,40.1,27.46,10.7,45.9,56.75
2024-10-26,40.931666666666665,27.346,8.661999999999999,44.96,52.97666666666667
2024-10-27,41.763333333333335,27.232,6.624,44.02,49.20333333333333
2024-10-28,42.595,27.118000000000002,4.586,43.08,45.43
2024-10-29,21.46,10.87,5.58,45.1,42.69
2024-10-30,23.1,26.89,0.51,41.2,49.52
2024-10-31,27.21,20.65,7.4,63.0,43.21
2024-11-01,25.58,22.41,6.3,58.4,37.905
2024-11-02,19.905,19.51,8.2,78.1,39.15
2024-11-03,19.325,38.21,3.6,69.9,38.375
2024-11-04,14.585,18.95,48.4,36.9,46.915
2024-11-05,18.3,31.98,8.5,43.7,51.81
2024-11-06,50.08,42.32,7.9,37.1,11.47
2024-11-07,34.81,29.34,5.3,29.7,8.31
2024-11-08,35.22,30.97,8.9,26.5,37.64
2024-11-09,41.7,36.77,8.8,35.8,24.35
2024-11-10,49.44,43.82,8.8,30.4,16.51
2024-11-11,51.22,45.74,7.1,25.7,31.74
2024-11-12,31.85,26.36,5.8,56.5,37.73
2024-11-13,23.65,20.02,8.0,33.1,26.99
2024-11-14,19.5,15.7,8.6,32.1,24.41
2024-11-15,24.18,15.01,9.7,25.5,50.09
2024-11-16,28.42,20.6,17.0,33.0,52.82
2024-11-17,24.35,21.25,11.6,37.3,38.52
2024-11-18,13.97,9.93,11.9,31.7,60.75
2024-11-19,20.84,12.8,14.9,52.7,48.22
2024-11-20,17.49,10.34,23.0,43.7,54.84
2024-11-21,17.296666666666667,9.83,40.8,58.1,54.51
2024-11-22,17.10333333333333,13.86,47.2,77.7,35.35
2024-11-23,16.91,12.78,9.6,32.6,60.14
2024-11-24,19.64,16.03,9.7,46.4,52.08
2024-11-25,24.92,15.22,11.1,30.4,50.98
2024-11-26,34.39,23.01,10.2,50.4,52.21
2024-11-27,31.77,24.83,9.1,44.3,28.53
2024-11-28,14.68,11.37,11.3,29.9,55.75
2024-11-29,14.52,12.29,9.9,30.0,51.75
2024-11-30,27.63,23.2,5.1,34.0,35.02
2024-12-01,43.98,40.08,9.6,29.5,15.89
2024-12-02,43.9,32.85,14.7,43.7,16.12
2024-12-03,22.81,17.13,17.2,39.6,42.41
2024-12-04,26.67,18.47,12.7,55.7,22.28
2024-12-05,29.18,25.06,9.1,46.9,12.28
2024-12-06,25.33,21.34,13.7,47.2,33.75
2024-12-07,20.79,17.8,14.3,41.4,18.61
2024-12-08,26.92,24.48,14.8,20.0,21.44
2024-12-09,21.92,20.19,10.1,22.7,24.05
2024-12-10,18.42,16.96,7.7,19.9,32.54
2024-12-11,18.84,17.15,7.3,24.3,27.59
2024-12-12,20.45,17.65,6.8,30.3,36.65
2024-12-13,34.0,26.35,7.5,27.7,33.5
2024-12-14,26.13,22.35,10.9,30.2,33.83
2024-12-15,12.42,11.35,10.8,12.4,49.8
2024-12-16,11.78,7.64,9.4,16.4,48.15
2024-12-17,15.08,10.24,8.2,21.4,54.94
2024-12-18,19.85,12.69,10.5,41.6,48.06
2024-12-19,21.8,12.9,15.5,47.6,45.59
2024-12-20,17.63,10.98,13.6,72.5,62.12
2024-12-21,15.82,11.68,9.0,26.0,54.12
2024-12-22,10.19,8.62,14.0,24.2,55.51
2024-12-23,21.55,14.75,12.7,56.6,55.44
2024-12-24,14.5,12.22,8.1,18.2,39.26
2024-12-25,20.3,17.56,4.6,54.3,46.21
2024-12-26,48.23,42.95,9.8,47.4,32.1
2024-12-27,95.13,86.15,11.5,42.3,5.0
2024-12-28,155.33,142.57,24.2,54.9,19.25
2024-12-29,46.87,43.25,13.5,40.5,15.98
2024-12-30,31.97,27.4,12.5,38.9,18.64
2024-12-31,49.58,43.63,13.5,49.3,19.71
2025-01-01,26.13,18.73,18.0,37.2,65.76
2025-01-02,17.26,9.82,10.4,27.8,70.06
2025-01-03,12.77,8.75,9.2,23.2,64.99
2025-01-04,20.04,12.87,8.3,70.3,69.95
2025-01-05,31.64,23.68,10.3,24.1,38.94
2025-01-06,18.67,14.54,12.6,32.0,42.12
2025-01-07,16.0,11.12,12.0,40.6,52.54
2025-01-08,13.55,9.63,9.9,46.6,61.1
2025-01-09,17.79,12.06,13.5,42.8,44.78
2025-01-10,10.16,7.97,11.8,23.6,56.39
2025-01-11,11.17,8.89,10.6,55.7,55.41
2025-01-12,8.49,7.32,7.6,6.3,67.41
2025-01-13,14.98,11.38,4.3,25.2,68.96
2025-01-14,35.15,21.39,8.3,56.7,56.9
2025-01-15,14.74,10.89,8.7,25.7,48.92
2025-01-16,18.03,12.73,5.8,25.6,40.21
2025-01-17,34.19,21.56,6.7,47.6,38.38
2025-01-18,57.77,37.37,8.2,50.7,13.71
2025-01-19,72.98,56.91,18.6,39.5,17.46
2025-01-20,41.6,26.85,9.0,40.5,28.02
2025-01-21,44.77,27.68,7.9,41.0,19.62
2025-01-22,58.77,40.84,8.7,35.3,12.72
2025-01-23,27.63,17.27,8.5,43.8,24.2
2025-01-24,21.68,14.18,8.7,38.2,38.81
2025-01-25,21.42,14.44,8.1,27.1,42.8
2025-01-26,19.79,15.71,22.9,30.8,40.52
2025-01-27,24.55,15.29,10.1,45.4,41.44
2025-01-28,26.7,17.45,13.2,48.3,28.59
2025-01-29,14.15,10.16,31.8,33.2,47.92
2025-01-30,35.15,15.63,8.4,55.3,47.55
2025-01-31,23.59,15.89,6.9,39.2,62.25
2025-02-01,15.61,10.16,5.0,43.7,57.58
2025-02-02,23.53,15.9,6.4,40.7,52.48
2025-02-03,30.53,19.83,42.7,64.6,48.96
2025-02-04,55.31,31.26,7.1,55.9,51.21
2025-02-05,60.15,39.81,7.7,44.1,36.01
2025-02-06,27.06,20.13,3.1,47.8,27.19
2025-02-07,30.9,22.8,18.7,30.9,43.82
2025-02-08,34.8,24.93,9.1,29.0,40.25
2025-02-09,50.2,36.49,10.7,36.1,37.96
2025-02-10,54.32,39.12,28.0,31.0,43.57
2025-02-11,44.4,29.94,11.8,23.7,49.19
2025-02-12,54.38,35.74,12.1,29.9,55.05
2025-02-13,39.88,28.21,9.5,43.2,54.09
2025-02-14,39.63,28.86,8.7,39.2,46.91
2025-02-15,20.99,14.26,7.7,28.4,64.76
2025-02-16,31.99,23.25,6.8,52.4,63.56
2025-02-17,54.28,37.02,8.5,64.4,55.78
2025-02-18,57.5,38.35,43.3,63.1,63.23
2025-02-19,50.43,30.03,8.2,67.2,58.94
2025-02-20,60.76,38.24,9.1,43.7,69.29
2025-02-21,53.01,30.01,7.8,34.5,62.84
2025-02-22,45.42,27.65,11.0,54.0,80.04
2025-02-23,42.75,27.78,9.7,53.9,48.85
2025-02-24,39.81,26.52,9.1,59.6,51.46
2025-02-25,61.58,38.26,46.1,48.7,34.74
2025-02-26,53.32,34.73,9.3,43.7,37.92
2025-02-27,31.0,20.23,8.6,40.0,58.58
2025-02-28,25.1,15.98,7.5,52.4,54.85
2025-03-01,18.17,12.68,5.1,25.3,60.76
2025-03-02,22.02,16.21,3.4,17.5,54.84
2025-03-03,24.92,14.85,64.0,34.3,64.66
2025-03-04,35.43,18.03,9.2,63.2,67.54
2025-03-05,71.48,31.13,22.3,90.2,70.05
2025-03-06,54.84,28.35,13.8,68.5,76.57
2025-03-07,73.2,39.76,11.8,93.0,93.18
2025-03-08,70.15,45.7,13.3,80.5,102.32
2025-03-09,51.55,32.09,15.5,30.0,109.29
2025-03-10,91.06,33.31,16.4,105.4,85.28
2025-03-11,75.52,41.05,17.4,80.9,57.95
2025-03-12,60.03,36.6,17.7,66.1,65.49
2025-03-13,32.7,27.06,15.3,27.7,34.26
2025-03-14,24.27,17.54,12.5,45.1,68.48
2025-03-15,25.3,18.45,13.4,31.4,74.39
2025-03-16,24.92,17.49,12.1,53.1,88.05
2025-03-17,20.11,11.73,8.8,51.8,71.09
2025-03-18,33.79,18.28,5.9,82.6,77.04
2025-03-19,35.78,46.64,63.2,86.6,92.48
2025-03-20,37.769999999999996,43.09,100.6,93.7,100.87
2025-03-21,39.76,37.89,48.6,107.9,108.25
2025-03-22,41.75,26.11,10.6,30.3,109.8
2025-03-23,32.31,22.7,11.2,22.9,93.85
2025-03-24,37.46,26.03,9.8,32.4,34.5
2025-03-25,46.06,26.56,9.7,82.8,85.44
2025-03-26,41.57,25.92,10.3,66.2,67.42
2025-03-27,23.09,14.78,7.2,62.4,66.29
2025-03-28,37.88,28.2,45.2,62.6,84.71
2025-03-29,43.47,28.54,13.2,31.3,84.06
2025-03-30,23.33,12.95,10.1,13.8,85.28
2025-03-31,17.39,11.05,8.9,24.9,71.45
2025-04-01,26.52,14.19,5.5,39.3,71.71
2025-04-02,30.15,17.4,6.0,41.8,81.01
2025-04-03,29.25,12.77,6.5,71.0,82.09
2025-04-04,36.38,18.25,13.4,98.8,87.5
2025-04-05,30.89,11.97,9.9,28.3,82.56
2025-04-06,14.24,8.28,5.8,16.8,86.48
2025-04-07,14.75,8.99,5.0,19.0,75.85
2025-04-08,21.03,11.2,4.6,64.5,80.69
2025-04-09,31.66,14.73,7.9,48.9,83.11
2025-04-10,20.94,9.71,6.7,19.2,84.79
2025-04-11,35.39,15.06,7.5,11.8,75.66
2025-04-12,25.03,15.9,26.4,44.8,85.82
2025-04-13,28.48,16.18,7.8,23.8,95.55
2025-04-14,29.88,14.52,7.5,76.9,105.26
2025-04-15,24.15,12.18,7.6,26.4,72.71
2025-04-16,27.93,13.83,7.7,29.2,90.64
2025-04-17,23.55,12.08,7.85,54.4,98.71
2025-04-18,19.17,10.99,8.0,17.3,74.06
2025-04-19,12.11,9.01,11.1,71.1,65.52
2025-04-20,13.6,9.56,9.5,17.9,101.21
2025-04-21,17.12,11.27,9.8,18.2,99.08
2025-04-22,17.61,11.1,7.9,58.1,89.3
2025-04-23,23.5,13.24,7.3,31.8,90.98
2025-04-24,21.61,14.16,6.3,27.2,65.74
2025-04-25,18.29,17.46,6.15,57.6,68.4
2025-04-26,14.97,9.43,6.0,21.5,92.4
2025-04-27,18.85,11.93,8.6,66.1,99.96
2025-04-28,25.3,12.35,7.0,67.9,101.85
2025-04-29,35.96,14.37,7.1,73.3,118.49
2025-04-30,25.97,11.77,6.1,71.7,92.46
2025-05-01,22.05,12.35,6.6,55.4,102.56
2025-05-02,24.68,12.64,12.0,18.8,127.39
2025-05-03,23.73,12.69,10.6,15.1,115.66
2025-05-04,14.69,9.23,10.6,74.0,78.33
2025-05-05,11.47,8.02,6.6,22.3,65.06
2025-05-06,17.22,10.64,7.0,58.2,86.99
2025-05-07,17.62,10.98,4.6,53.6,79.39
2025-05-08,17.1,10.15,4.5,46.0,88.51
2025-05-09,23.14,12.23,5.0,44.0,91.86
2025-05-10,16.6,9.62,8.2,23.6,71.0
2025-05-11,13.61,9.88,4.2,20.5,95.75
2025-05-12,18.19,12.51,67.8,85.9,98.34
2025-05-13,20.24,11.2,5.4,78.9,111.88
2025-05-14,35.18,13.3,121.9,41.3,103.02
2025-05-15,14.02,8.27,6.7,22.4,88.74
2025-05-16,15.38,8.85,6.1,27.0,70.36
2025-05-17,12.27,8.38,7.1,9.4,69.68
2025-05-18,10.52,8.08,6.3,11.0,74.71
2025-05-19,12.52,8.89,8.9,46.4,62.16
2025-05-20,19.86,12.03,6.7,36.4,89.36
2025-05-21,21.25,12.36,7.9,38.0,85.35
2025-05-22,21.38,12.54,7.9,26.3,66.91
2025-05-23,19.3,9.01,6.8,37.6,83.25
2025-05-24,15.36,9.2,7.1,51.9,85.05
2025-05-25,16.81,10.55,7.9,30.9,105.7
2025-05-26,22.46,10.97,7.2,64.1,82.55
2025-05-27,23.24,12.29,15.8,73.5,97.22
2025-05-28,19.18,10.18,6.7,39.4,73.81
2025-05-29,18.34,8.72,6.7,28.1,79.99
2025-05-30,18.35,10.3,5.6,46.1,64.11
2025-05-31,18.35,10.65,7.0,24.3,85.86
2025-06-01,19.37,11.88,7.9,18.3,82.9
2025-06-02,19.57,10.43,30.0,23.4,87.99
2025-06-03,31.78,17.06,18.7,80.8,117.51
2025-06-04,25.29,13.26,15.5,138.4,118.78
2025-06-05,17.87,9.85,9.5,22.7,100.86
2025-06-06,20.25,10.05,14.5,56.2,85.61
2025-06-07,15.85,8.24,8.7,21.4,62.19
