date,PM10,PM25,SO2,NO2,O3
2022-08-17,26.28,14.69,4.32,62.56,139.3
2022-08-18,31.37,19.7,4.07,17.61,135.07
2022-08-19,28.48,15.75,3.9,30.24,114.39
2022-08-20,25.18,17.2,3.99,58.79,92.26
2022-08-21,8.4,5.7,3.96,4.52,71.51
2022-08-22,10.91,7.32,4.1,18.75,48.63
2022-08-23,18.56,11.27,3.97,17.87,23.71
2022-08-24,29.72,17.86,4.04,23.75,51.09
2022-08-25,45.49,20.96,4.15,29.26,84.53
2022-08-26,35.18,21.94,4.19,165.31,109.03
2022-08-27,24.87,13.2,4.34,149.59,90.91
2022-08-28,19.65,14.03,3.93,59.2,56.91
2022-08-29,15.92,9.01,4.18,32.93,73.83
2022-08-30,12.53,8.25,4.24,26.93,65.67
2022-08-31,11.3,6.94,4.19,41.41,56.14
2022-09-01,9.6,5.41,3.83,39.88,63.36
2022-09-02,12.17,5.66,6.33,25.9,67.93
2022-09-03,16.29,8.69,4.74,14.69,73.09
2022-09-04,14.25,10.1,4.78,30.64,71.63
2022-09-05,17.72,10.36,57.08,20.58,81.16
2022-09-06,16.85,7.06,5.05,20.19,72.15
2022-09-07,19.91,10.0,49.21,19.26,101.22
2022-09-08,23.74,14.84,5.48,41.98,85.41
2022-09-09,13.11,7.4,31.46,35.07,70.81
2022-09-10,9.1,5.56,4.04,38.41,59.7
2022-09-11,12.4,8.66,4.13,10.44,53.92
2022-09-12,13.32,9.09,67.41,51.78,45.77
2022-09-13,16.055,13.01,17.8,41.07,67.84
2022-09-14,18.79,11.97,4.5,42.42,44.18
2022-09-15,14.95,8.78,4.91,23.99,59.11
2022-09-16,9.63,5.1,4.66,27.78,63.08
2022-09-17,9.21,5.57,3.69,11.42,49.75
2022-09-18,6.62,4.43,3.65,11.74,48.73
2022-09-19,7.14,4.71,4.83,16.88,43.96
2022-09-20,8.28,5.42,36.71,38.58,36.81
2022-09-21,9.6,6.58,4.27,23.16,42.5
2022-09-22,12.61,7.71,4.14,55.92,53.19
2022-09-23,26.42,15.63,6.59,64.61,65.94
2022-09-24,21.6,15.65,5.46,47.5,59.55
2022-09-25,23.77,18.72,6.31,61.83,74.1
2022-09-26,23.65,17.21,5.44,47.96,29.67
2022-09-27,18.49,13.7,4.86,28.53,25.0
2022-09-28,11.84,7.67,5.63,41.46,33.69
2022-09-29,18.24,11.71,5.78,52.36,37.79
2022-09-30,25.38,19.44,7.51,37.88,43.31
2022-10-01,18.42,14.47,6.42,25.83,48.17
2022-10-02,9.25,5.99,4.86,21.9,56.36
2022-10-03,8.97,5.87,3.84,9.53,44.68
2022-10-04,14.34,8.41,5.73,54.63,47.59
2022-10-05,21.39,11.14,5.62,36.89,37.75
2022-10-06,18.6,9.06,5.56,53.69,50.47
2022-10-07,26.52,17.34,14.61,51.88,42.0
2022-10-08,23.25,14.44,6.46,26.89,51.2
2022-10-09,11.76,7.8,7.45,42.52,51.58
2022-10-10,23.54,14.5,18.74,40.23,49.1
2022-10-11,21.69,11.78,5.66,50.3,55.75
2022-10-12,36.32,23.94,17.31,46.5,45.02
2022-10-13,38.31,26.96,14.46,62.05,48.66
2022-10-14,39.06,26.21,13.37,54.39,43.22
2022-10-15,27.08,21.34,5.1,21.87,37.65
2022-10-16,16.25,11.36,5.66,30.02,29.04
2022-10-17,32.0,20.17,7.14,38.7,58.09
2022-10-18,28.7,14.72,7.83,51.63,50.55
2022-10-19,14.19,9.02,4.21,31.94,47.61
2022-10-20,20.02,14.59,15.17,40.25,41.34
2022-10-21,30.78,17.22,26.96,42.38,35.16
2022-10-22,20.92,14.34,4.51,29.33,22.18
2022-10-23,16.52,11.7,5.6,47.98,39.14
2022-10-24,20.01,11.74,4.28,48.44,38.75
2022-10-25,19.49,9.61,4.51,38.05,41.68
2022-10-26,25.82,15.34,6.96,66.31,29.09
2022-10-27,36.78,24.61,8.61,59.01,23.89
2022-10-28,32.2,18.98,6.63,61.98,24.37
2022-10-29,31.8,17.08,5.1,57.02,40.79
2022-10-30,37.24,22.79,5.21,50.12,28.14
2022-10-31,41.82,25.83,6.3,64.96,27.78
2022-11-01,34.38,25.2,4.44,29.76,16.07
2022-11-02,24.41,13.26,6.84,37.57,48.22
2022-11-03,23.87,15.09,30.81,34.57,37.29
2022-11-04,32.05,24.34,20.87,40.55,27.24
2022-11-05,19.82,12.2,3.88,38.74,50.22
2022-11-06,23.61,18.78,8.5,31.73,46.74
2022-11-07,22.85,16.0,5.45,42.35,32.01
2022-11-08,23.43,16.17,5.69,49.9,35.46
2022-11-09,32.86,24.05,4.95,42.73,34.18
2022-11-10,21.56,14.7,6.82,54.48,39.81
2022-11-11,19.28,15.36,7.01,41.32,29.49
2022-11-12,22.34,17.29,6.39,51.47,32.53
2022-11-13,36.78,32.72,8.38,47.36,41.4
2022-11-14,40.96,35.18,12.1,46.91,16.18
2022-11-15,53.9,41.62,20.59,63.82,13.25
2022-11-16,33.92,30.3,6.18,36.2,10.22
2022-11-17,13.39,10.83,3.65,14.07,18.33
2022-11-18,20.81,17.66,6.24,40.69,29.36
2022-11-19,24.67,20.91,9.57,31.65,30.19
2022-11-20,28.44,36.84,46.21,81.93,35.98
2022-11-21,32.21,29.52,34.43,63.87,39.31
2022-11-22,35.98,32.1,12.92,40.41,20.49
2022-11-23,59.51,53.39,7.48,33.89,5.5
2022-11-24,59.16,51.19,8.2,40.92,3.2
2022-11-25,43.28,35.44,7.6,52.9,6.19
2022-11-26,25.2,23.69,4.53,41.42,13.0
2022-11-27,33.03,29.93,9.04,24.49,16.28
2022-11-28,43.33,37.96,15.93,40.74,14.41
2022-11-29,39.23,33.32,7.52,36.45,22.15
2022-11-30,43.97,39.5,10.56,34.27,20.54
2022-12-01,30.51,26.12,7.94,34.24,27.76
2022-12-02,23.49,20.54,26.52,18.24,33.35
2022-12-03,43.4,38.19,13.05,22.7,20.95
2022-12-04,45.79,42.59,15.43,22.04,12.95
2022-12-05,44.08,38.77,19.02,30.91,11.67
2022-12-06,27.99,25.24,9.02,22.09,4.22
2022-12-07,11.26,8.94,12.34,26.17,33.28
2022-12-08,21.53,15.52,9.52,53.92,46.33
2022-12-09,35.19,29.08,10.65,42.52,23.7
2022-12-10,38.45,35.52,6.79,22.8,25.7
2022-12-11,27.41,25.27,4.99,13.26,47.73
2022-12-12,14.24,13.45,5.87,38.24,44.52
2022-12-13,19.89,16.0,9.14,59.31,40.27
2022-12-14,69.51,61.9,52.51,58.42,17.52
2022-12-15,53.21,47.53,20.98,61.25,24.57
2022-12-16,65.5,60.91,13.82,39.89,15.77
2022-12-17,63.28,57.98,9.27,32.81,29.01
2022-12-18,39.51,36.37,34.66,34.17,40.05
2022-12-19,58.27,51.17,37.8,52.62,38.37
2022-12-20,36.83,30.73,13.32,48.43,40.55
2022-12-21,34.5,27.68,11.78,48.83,17.65
2022-12-22,16.63,13.2,8.68,38.09,29.08
2022-12-23,14.26,11.57,7.7,42.2,31.78
2022-12-24,11.49,9.71,6.91,33.33,47.99
2022-12-25,17.17,14.72,8.75,19.77,44.48
2022-12-26,13.31,11.34,5.65,17.59,42.04
2022-12-27,13.39,7.42,6.54,63.26,59.7
2022-12-28,13.89,8.87,26.64,32.13,49.0
2022-12-29,17.33,9.86,4.69,27.32,54.86
2022-12-30,18.73,13.36,4.24,43.61,36.97
2022-12-31,10.04,8.26,9.03,13.9,45.06
2023-01-01,13.95,10.03,13.25,22.85,48.06
2023-01-02,22.84,13.8,6.39,39.6,38.89
2023-01-03,17.45,11.79,6.46,62.6,48.83
2023-01-04,21.06,15.28,10.47,52.36,49.97
2023-01-05,6.34,4.19,4.35,14.17,58.06
2023-01-06,9.93,8.18,5.15,23.91,56.7
2023-01-07,19.29,16.03,7.72,41.28,45.78
2023-01-08,30.05,27.11,6.6,30.1,32.2
2023-01-09,26.05,21.1,5.66,52.38,22.81
2023-01-10,14.52,12.1,6.77,32.64,43.79
2023-01-11,15.56,10.93,5.31,45.05,43.65
2023-01-12,12.45,8.33,6.36,40.35,51.48
2023-01-13,10.64,7.08,4.98,44.76,52.24
2023-01-14,11.04,7.74,5.05,19.99,55.05
2023-01-15,7.75,6.54,5.55,31.89,63.88
2023-01-16,13.09,9.61,10.57,33.13,62.48
2023-01-17,23.81,17.22,34.38,67.25,48.59
2023-01-18,33.57,30.31,7.66,43.24,21.3
2023-01-19,24.94,20.22,7.65,70.16,40.65
2023-01-20,62.1,52.81,10.93,61.13,12.21
2023-01-21,22.09,20.02,8.53,32.59,45.11
2023-01-22,26.18,24.58,14.94,21.28,20.05
2023-01-23,34.3,32.0,4.99,26.05,12.06
2023-01-24,40.71,37.21,5.34,25.39,11.21
2023-01-25,23.96,21.65,9.66,30.07,32.24
2023-01-26,38.38,31.87,9.65,38.55,32.19
2023-01-27,35.31,32.69,6.21,29.35,11.33
2023-01-28,19.39,17.24,3.86,15.55,60.74
2023-01-29,15.69,13.51,5.64,17.01,62.44
2023-01-30,14.76,12.03,5.51,24.31,55.9
2023-01-31,11.08,7.24,3.91,23.88,68.04
2023-02-01,9.19,6.26,11.11,19.37,65.49
2023-02-02,7.03,5.37,4.42,20.56,68.67
2023-02-03,11.92,9.15,4.59,39.72,70.42
2023-02-04,8.5,6.81,3.54,11.48,71.03
2023-02-05,17.94,15.37,5.88,56.89,56.95
2023-02-06,42.2,36.24,8.29,63.19,49.93
2023-02-07,61.84,52.28,8.96,51.05,49.23
2023-02-08,39.87,33.88,9.96,57.51,56.78
2023-02-09,47.65,38.0,9.71,44.13,62.6
2023-02-10,35.45,25.16,8.17,42.08,53.6
2023-02-11,31.2,25.27,6.6,26.5,44.49
2023-02-12,18.27,14.73,8.01,28.0,60.91
2023-02-13,14.48,11.76,6.22,39.78,57.93
2023-02-14,24.22,15.21,4.02,39.73,63.43
2023-02-15,38.25,31.78,8.02,56.87,59.18
2023-02-16,56.41,46.24,7.5,49.55,34.29
2023-02-17,26.56,21.43,6.52,45.61,43.62
2023-02-18,8.07,4.98,4.14,28.42,76.52
2023-02-19,6.65,5.51,3.63,10.59,74.42
2023-02-20,11.59,6.89,5.36,44.96,69.53
2023-02-21,8.5,5.87,15.58,24.56,68.73
2023-02-22,22.1,14.97,10.91,52.67,61.13
2023-02-23,42.27,34.18,18.21,47.58,57.8
2023-02-24,22.68,18.63,5.28,32.01,49.29
2023-02-25,6.16,5.51,3.37,7.8,63.02
2023-02-26,8.62,7.26,3.85,31.24,67.86
2023-02-27,17.3,12.83,5.52,40.51,59.47
2023-02-28,31.28,25.26,9.08,55.02,72.82
2023-03-01,59.76,47.62,14.26,86.08,64.84
2023-03-02,74.34,64.04,13.5,77.83,79.11
2023-03-03,25.45,22.7,4.02,27.81,49.66
2023-03-04,19.24,14.82,3.91,11.24,65.29
2023-03-05,10.4,8.01,3.72,11.92,75.26
2023-03-06,17.52,14.95,4.51,37.95,61.82
2023-03-07,23.6,18.87,10.94,23.43,60.08
2023-03-08,15.57,13.13,13.98,27.24,68.79
2023-03-09,23.32,21.53,5.5,22.09,40.52
2023-03-10,15.96,11.37,5.58,25.12,67.38
2023-03-11,6.39,5.45,4.72,5.3,76.94
2023-03-12,10.98,8.46,4.98,13.55,79.28
2023-03-13,13.91,9.37,4.77,20.96,65.68
2023-03-14,16.17,9.12,4.93,23.27,66.91
2023-03-15,12.59,7.81,4.39,19.82,77.03
2023-03-16,21.75,13.24,6.31,43.83,75.64
2023-03-17,30.23,21.38,9.68,22.92,76.44
2023-03-18,24.7,16.33,7.49,32.84,86.89
2023-03-19,35.01,25.99,10.24,57.93,90.15
2023-03-20,26.93,21.12,10.35,38.21,59.56
2023-03-21,28.34,23.17,4.99,46.76,57.97
2023-03-22,26.05,19.31,6.26,34.72,67.78
2023-03-23,23.52,12.36,5.88,22.89,73.36
2023-03-24,13.89,8.0,5.2,22.28,64.06
2023-03-25,10.87,6.55,5.81,16.98,77.98
2023-03-26,7.57,5.67,4.37,13.52,78.44
2023-03-27,10.36,7.53,4.25,18.4,75.21
2023-03-28,9.44,6.36,5.84,26.59,79.83
2023-03-29,22.99,15.34,6.43,37.11,79.58
2023-03-30,17.29,11.02,5.1,31.78,68.65
2023-03-31,13.44,8.77,5.54,30.78,71.05
2023-04-01,9.7,8.06,4.77,12.39,62.42
2023-04-02,10.3,8.82,4.19,6.65,72.8
2023-04-03,9.98,6.98,4.54,14.35,86.8
2023-04-04,14.94,9.89,6.77,28.51,79.1
2023-04-05,23.98,16.76,9.76,31.55,77.55
2023-04-06,37.29,30.88,9.63,32.97,91.76
2023-04-07,17.43,15.0,5.36,12.29,74.6
2023-04-08,19.15,16.85,6.34,11.29,75.91
2023-04-09,33.26,30.08,5.62,27.44,67.62
2023-04-10,29.55,26.31,6.34,20.44,77.47
2023-04-11,24.89,20.24,7.98,37.34,72.71
2023-04-12,13.08,9.0,8.45,54.18,94.02
2023-04-13,19.12,13.05,7.47,36.23,83.9
2023-04-14,29.58,25.11,5.3,54.95,71.02
2023-04-15,13.8,10.94,7.35,27.1,76.22
2023-04-16,18.79,16.26,5.88,31.64,89.26
2023-04-17,21.33,17.7,5.77,23.16,76.62
2023-04-18,23.1,18.74,5.12,24.1,60.92
2023-04-19,16.68,12.48,5.06,35.19,72.92
2023-04-20,30.87,21.44,5.8,43.83,74.94
2023-04-21,33.72,20.36,7.49,92.39,122.76
2023-04-22,28.23,18.3,20.69,78.68,122.49
2023-04-23,25.17,17.42,6.3,34.26,98.05
2023-04-24,17.86,11.89,6.02,43.99,75.58
2023-04-25,11.08,7.19,8.73,19.13,82.45
2023-04-26,14.82,7.66,10.35,16.65,82.1
2023-04-27,19.87,11.58,8.24,31.01,85.57
2023-04-28,27.49,17.48,9.18,35.25,103.46
2023-04-29,17.98,13.15,5.62,21.9,84.44
2023-04-30,15.54,10.83,5.09,34.29,93.05
2023-05-01,20.22,14.3,7.68,35.58,107.72
2023-05-02,17.01,11.59,6.41,26.3,87.91
2023-05-03,14.25,9.0,4.84,36.53,96.98
2023-05-04,20.33,11.96,6.7,44.46,103.94
2023-05-05,25.08,14.14,11.76,61.44,114.63
2023-05-06,18.0,11.49,5.34,21.63,95.5
2023-05-07,10.39,8.1,4.46,5.05,75.5
2023-05-08,14.06,9.18,4.5,13.56,92.63
2023-05-09,18.87,10.02,9.09,24.24,102.04
2023-05-10,18.85,9.56,13.63,46.44,96.06
2023-05-11,20.04,10.23,5.32,22.84,100.48
2023-05-12,21.66,10.27,5.07,21.86,100.12
2023-05-13,25.21,13.22,6.14,40.3,101.05
2023-05-14,18.75,12.56,7.06,20.27,101.07
2023-05-15,14.54,11.04,4.58,16.44,74.41
2023-05-16,23.25,16.89,5.88,14.8,77.08
2023-05-17,15.05,9.73,4.67,16.81,62.88
2023-05-18,12.74,7.27,4.11,64.86,83.1
2023-05-19,16.98,12.37,4.1,34.08,69.07
2023-05-20,25.79,20.18,4.47,36.53,69.65
2023-05-21,23.98,14.91,6.09,24.22,98.75
2023-05-22,19.48,9.22,4.87,18.45,93.98
2023-05-23,16.37,14.5,19.55,58.13,88.68
2023-05-24,13.26,8.86,4.83,21.4,80.71
2023-05-25,21.43,12.75,6.48,47.32,82.02
2023-05-26,17.39,10.95,5.01,26.74,92.49
2023-05-27,14.46,8.48,5.09,19.66,93.69
2023-05-28,16.52,7.8,5.51,33.93,108.68
2023-05-29,17.63,8.35,5.75,49.19,116.4
2023-05-30,16.76,8.0,5.06,37.33,110.68
2023-05-31,18.89,8.65,5.23,30.93,111.27
2023-06-01,24.53,10.69,6.72,50.98,118.02
2023-06-02,17.66,8.74,5.23,10.66,89.52
2023-06-03,12.82,5.23,4.46,15.63,88.19
2023-06-04,13.43,6.26,4.77,20.33,93.31
2023-06-05,18.48,7.84,5.59,50.9,105.6
2023-06-06,20.13,11.77,5.61,24.0,105.49
2023-06-07,25.74,15.5,5.29,22.3,88.4
2023-06-08,21.44,13.8,4.98,17.88,118.27
2023-06-09,20.75,14.37,5.71,23.48,97.71
2023-06-10,22.81,14.25,7.07,36.93,113.88
2023-06-11,19.97,11.8,5.79,15.3,101.09
2023-06-12,18.98,9.26,5.68,12.49,107.32
2023-06-13,17.57,9.25,6.39,11.94,93.89
2023-06-14,15.28,9.98,4.56,17.98,70.36
2023-06-15,20.61,12.34,5.7,26.11,96.08
2023-06-16,21.75,12.93,6.34,19.83,98.8
2023-06-17,17.44,11.79,6.48,11.95,111.12
2023-06-18,18.55,14.26,8.65,8.92,111.28
2023-06-19,22.29,14.46,5.69,20.63,128.68
2023-06-20,26.82,17.22,6.61,21.79,136.32
2023-06-21,27.11,17.38,6.28,35.04,115.87
2023-06-22,19.64,14.19,5.83,11.76,121.24
2023-06-23,18.05,11.24,6.07,20.52,114.05
2023-06-24,14.64,9.99,4.7,9.03,77.31
2023-06-25,14.19,9.43,5.43,39.14,96.33
2023-06-26,17.21,9.65,7.27,23.27,105.85
2023-06-27,13.26,7.34,5.31,6.12,88.04
2023-06-28,12.37,6.58,5.09,10.68,69.96
2023-06-29,12.03,7.71,5.77,41.02,103.81
2023-06-30,21.13,12.03,6.21,45.04,71.69
2023-07-01,19.03,13.75,6.77,30.24,86.4
2023-07-02,11.29,6.74,6.58,11.87,80.84
2023-07-03,20.44,13.83,5.84,103.7,92.62
2023-07-04,22.96,14.45,5.96,97.22,100.59
2023-07-05,22.37,13.95,7.13,28.8,85.26
2023-07-06,14.95,7.01,10.15,40.83,90.08
2023-07-07,15.21,8.35,4.15,38.09,115.93
2023-07-08,18.99,11.27,5.84,46.23,146.31
2023-07-09,19.87,14.0,5.82,44.78,103.35
2023-07-10,6.09,4.57,6.02,20.71,106.17
2023-07-11,14.04,10.0,5.59,81.61,116.11
2023-07-12,19.55,9.87,5.74,25.96,109.53
2023-07-13,13.18,7.96,5.08,25.26,88.64
2023-07-14,15.79,8.71,4.28,16.5,113.89
2023-07-15,15.35,9.46,6.35,10.91,121.99
2023-07-16,14.07,8.02,5.1,22.67,103.62
2023-07-17,14.92,8.37,4.52,24.58,102.48
2023-07-18,12.43,6.72,4.39,104.49,99.96
2023-07-19,15.68,6.93,11.29,31.88,118.14
2023-07-20,11.61,6.57,4.82,11.94,95.67
2023-07-21,11.13,6.28,5.79,14.16,97.2
2023-07-22,13.25,7.85,3.78,40.15,91.57
2023-07-23,14.63,7.77,5.82,41.1,100.83
2023-07-24,19.17,9.27,85.61,89.45,106.66
2023-07-25,12.84,6.8,6.0,7.26,103.66
2023-07-26,9.27,6.15,4.15,41.24,68.1
2023-07-27,11.19,6.15,13.1,14.56,92.02
2023-07-28,9.67,5.07,6.61,18.55,77.59
2023-07-29,10.61,5.68,16.9,19.33,75.2
2023-07-30,12.0,5.8,16.53,16.98,73.7
2023-07-31,12.64,6.29,5.47,14.6,64.48
2023-08-01,11.2,5.91,7.18,57.25,70.26
2023-08-02,12.93,6.98,22.38,51.93,77.8
2023-08-03,12.37,5.68,8.54,55.68,73.9
2023-08-04,13.81,5.45,13.35,33.18,84.18
2023-08-05,16.31,10.28,4.39,27.09,55.64
2023-08-06,5.21,3.74,7.25,5.5,70.69
2023-08-07,10.84,4.99,5.57,30.18,70.39
2023-08-08,10.43,4.92,4.4,15.27,74.47
2023-08-09,10.82,5.79,4.68,60.3,69.09
2023-08-10,12.943333333333333,12.96,12.62,47.34,95.58
2023-08-11,15.066666666666666,16.39,5.8,65.6,114.94
2023-08-12,17.189999999999998,20.48,6.2,29.49,109.93
2023-08-13,22.06,15.84,5.44,25.03,85.28
2023-08-14,26.42,13.92,6.6,37.5,110.83
2023-08-15,23.56,11.67,6.68,28.43,117.47
2023-08-16,30.34,16.63,4.51,40.51,128.09
2023-08-17,15.73,8.49,7.15,81.32,120.32
2023-08-18,17.85,11.99,6.42,24.52,104.51
2023-08-19,23.09,16.68,6.17,71.49,124.55
2023-08-20,24.1,16.25,5.82,70.57,113.38
2023-08-21,16.35,10.63,5.69,67.08,98.9
2023-08-22,19.51,12.34,6.75,60.03,107.74
2023-08-23,14.85,7.61,5.29,63.34,104.22
2023-08-24,21.65,10.85,5.39,59.52,122.98
2023-08-25,21.83,14.16,7.01,123.3,127.9
2023-08-26,15.78,9.01,6.4,35.53,108.88
2023-08-27,15.74,9.97,5.38,48.19,76.56
2023-08-28,12.39,7.1,4.77,28.72,57.13
2023-08-29,10.53,7.34,5.83,24.77,56.44
2023-08-30,8.1,4.48,5.01,20.71,60.59
2023-08-31,12.44,7.41,5.19,34.2,70.27
2023-09-01,11.82,6.92,5.23,41.39,83.64
2023-09-02,14.23,10.21,4.98,47.19,76.32
2023-09-03,12.83,9.05,4.51,34.21,77.37
2023-09-04,10.41,6.3,3.72,37.48,80.7
2023-09-05,16.69,10.16,5.04,27.08,107.3
2023-09-06,21.62,12.87,6.59,81.91,120.31
2023-09-07,21.43,13.59,109.09,105.81,113.0
2023-09-08,25.21,16.5,6.28,84.15,116.31
2023-09-09,26.52,19.34,6.74,138.97,139.2
2023-09-10,26.84,17.88,5.16,90.61,135.47
2023-09-11,28.83,16.63,5.86,98.71,134.89
2023-09-12,32.94,19.99,5.64,86.08,149.04
2023-09-13,32.01,19.56,6.61,45.71,112.25
2023-09-14,10.42,6.96,4.2,26.06,97.47
2023-09-15,12.77,7.23,4.17,30.42,75.97
2023-09-16,13.07,8.55,6.19,14.33,101.42
2023-09-17,15.32,10.7,6.35,50.69,98.32
2023-09-18,23.66,14.55,5.5,22.08,95.24
2023-09-19,12.04,6.23,5.03,63.6,76.6
2023-09-20,14.51,7.01,5.58,74.07,87.13
2023-09-21,18.56,8.54,7.27,27.62,90.98
2023-09-22,16.5,7.89,6.19,30.95,72.52
2023-09-23,8.24,5.17,4.74,33.44,60.15
2023-09-24,10.05,7.26,5.6,69.75,55.34
2023-09-25,13.01,8.94,5.18,41.81,64.26
2023-09-26,22.1,15.75,6.0,26.81,46.58
2023-09-27,30.53,16.36,8.03,32.35,104.39
2023-09-28,32.56,16.77,9.29,55.11,95.13
2023-09-29,29.32,14.44,9.04,44.44,98.96
2023-09-30,17.48,9.98,6.58,38.83,71.99
2023-10-01,12.98,8.25,6.4,45.15,75.04
2023-10-02,19.73,9.93,53.86,63.89,69.46
2023-10-03,26.47,12.8,8.98,42.66,77.28
2023-10-04,14.87,7.0,7.15,31.16,67.15
2023-10-05,14.43,8.38,6.61,32.01,69.25
2023-10-06,23.84,10.97,6.64,34.61,62.07
2023-10-07,13.67,6.28,8.84,11.52,62.02
2023-10-08,5.75,4.02,7.48,25.11,61.48
2023-10-09,9.39,7.43,4.82,38.88,44.96
2023-10-10,18.85,14.32,5.55,48.15,40.39
2023-10-11,27.33,14.06,8.37,41.1,68.54
2023-10-12,24.65,12.31,8.12,45.37,60.07
2023-10-13,24.23,13.38,12.46,38.99,43.72
2023-10-14,19.29,9.15,11.46,14.41,65.77
2023-10-15,9.04,5.54,6.39,15.05,66.09
2023-10-16,11.79,7.15,6.12,45.9,58.11
2023-10-17,25.27,19.04,11.68,46.74,29.58
2023-10-18,28.86,23.07,11.64,44.48,54.04
2023-10-19,34.65,28.58,7.2,39.8,36.52
2023-10-20,35.54,30.79,4.89,19.95,7.61
2023-10-21,25.03,18.76,8.61,57.98,31.91
2023-10-22,16.89,14.51,6.22,42.31,47.34
2023-10-23,17.68,12.17,6.84,46.05,37.0
2023-10-24,24.55,18.17,8.92,34.07,29.22
2023-10-25,18.33,14.21,6.24,47.57,41.13
2023-10-26,14.58,10.76,6.22,37.04,24.61
2023-10-27,16.94,13.0,5.83,40.45,13.11
2023-10-28,9.12,6.65,6.03,34.32,35.34
2023-10-29,11.21,7.29,5.87,39.32,46.92
2023-10-30,16.21,8.9,5.58,44.47,42.69
2023-10-31,10.27,5.31,10.64,32.5,49.52
2023-11-01,9.8,6.94,6.96,38.67,55.84
2023-11-02,13.66,8.02,7.35,20.55,52.7
2023-11-03,7.72,5.8,8.46,37.01,59.08
2023-11-04,8.93,6.77,5.06,19.61,54.18
2023-11-05,7.85,5.89,7.85,20.12,49.89
2023-11-06,9.78,5.52,8.41,41.66,57.85
2023-11-07,10.97,6.45,6.4,42.03,52.69
2023-11-08,12.32,8.39,5.49,30.65,41.22
2023-11-09,14.77,9.71,9.18,28.27,47.58
2023-11-10,21.22,14.67,7.76,55.63,41.5
2023-11-11,36.39,30.84,4.87,41.83,11.92
2023-11-12,11.94,9.96,5.77,30.95,41.26
2023-11-13,16.92,11.61,5.39,38.27,41.52
2023-11-14,11.71,7.89,7.65,31.59,48.98
2023-11-15,8.55,5.49,7.36,41.5,49.5
2023-11-16,14.36,10.74,8.91,74.63,40.58
2023-11-17,16.14,13.77,7.17,42.84,34.3
2023-11-18,13.14,11.57,3.64,24.96,35.35
2023-11-19,16.42,14.59,5.99,30.44,31.55
2023-11-20,7.04,5.49,6.45,37.36,52.47
2023-11-21,12.06,10.35,6.64,28.77,54.88
2023-11-22,22.56,19.81,6.47,40.44,33.92
2023-11-23,18.71,14.13,11.44,53.1,38.55
2023-11-24,7.28,4.85,12.3,27.71,74.1
2023-11-25,7.24,6.05,11.7,18.02,61.1
2023-11-26,8.94,7.75,7.0,23.91,58.89
2023-11-27,20.0,15.55,8.96,50.11,31.7
2023-11-28,27.43,25.13,11.54,35.15,32.49
2023-11-29,28.2,24.32,7.19,50.1,29.45
2023-11-30,40.33,33.16,7.59,59.17,32.82
2023-12-01,60.43,56.5,8.65,38.68,11.58
2023-12-02,35.66,33.75,7.84,26.34,30.18
2023-12-03,15.02,13.92,4.7,33.24,33.49
2023-12-04,36.06,33.08,7.95,44.32,19.88
2023-12-05,48.305,43.94,32.01,74.92,26.4
2023-12-06,60.55,55.69,9.34,55.23,13.59
2023-12-07,64.31,59.7,8.17,43.13,9.55
2023-12-08,61.11,56.49,41.74,58.34,21.09
2023-12-09,26.5,24.38,9.43,46.95,19.17
2023-12-10,17.19,15.16,10.04,42.79,38.6
2023-12-11,9.28,6.94,9.83,30.13,55.77
2023-12-12,14.85,9.99,9.37,53.53,66.07
2023-12-13,31.1,27.24,9.79,45.21,18.52
2023-12-14,25.52,23.45,8.12,25.73,7.95
2023-12-15,23.91,18.5,6.75,37.0,12.74
2023-12-16,17.97,14.17,5.08,44.59,38.41
2023-12-17,14.03,11.46,6.33,47.19,52.09
2023-12-18,19.64,12.9,8.77,57.92,37.67
2023-12-19,29.95,17.3,8.75,66.1,26.78
2023-12-20,9.26,5.94,8.03,22.09,52.83
2023-12-21,8.15,4.46,12.37,24.34,59.43
2023-12-22,15.71,6.3,12.02,9.74,80.14
2023-12-23,8.94,7.06,10.49,16.05,77.66
2023-12-24,7.04,5.66,8.97,76.51,66.59
2023-12-25,3.43,2.97,9.91,6.61,71.36
2023-12-26,4.38,3.67,7.84,7.22,72.5
2023-12-27,17.34,10.54,6.82,66.41,71.43
2023-12-28,19.63,14.24,6.63,49.74,41.94
2023-12-29,11.59,8.06,7.0,29.58,48.5
2023-12-30,7.65,5.56,6.92,40.18,64.86
2023-12-31,28.63,25.13,9.97,43.53,39.04
2024-01-01,21.37,18.6,7.6,33.62,46.31
2024-01-02,10.33,7.8,8.0,36.7,52.35
2024-01-03,7.1,5.05,10.4,26.3,52.49
2024-01-04,5.03,3.51,10.3,36.1,60.82
2024-01-05,14.83,12.85,8.8,31.5,39.09
2024-01-06,29.09,26.8,8.4,25.9,42.71
2024-01-07,16.42,14.4,5.9,12.0,66.22
2024-01-08,36.72,30.53,6.2,45.4,45.98
2024-01-09,59.6,50.29,11.8,151.0,21.91
2024-01-10,131.37,115.3,15.1,82.9,14.38
2024-01-11,79.24,70.57,10.7,73.2,31.89
2024-01-12,15.45,13.58,3.5,27.7,40.96
2024-01-13,10.52,8.85,5.5,15.6,52.8
2024-01-14,8.22,7.45,6.7,14.9,53.91
2024-01-15,13.63,9.44,8.2,55.5,56.62
